ID,Тип,Артикул,Ім'я,Опубліковано,Рекомендовано?,Видимість в каталозі,Короткий опис,Опис,Початок акції,Завершення акції,Статус податку,Клас податку,В наявності?,Запас,Низька кількість запасів,Дозволити резервування?,Продавати окремо?,Вага (kg),Довжина (cm),Ширина (cm),Висота (cm),Дозволити відгуки?,Примітка до покупки,Ціна зі знижкою,Звичайна ціна,Категорії,Позначки,Клас доставки,Зображення,Ліміт завантажень,Число днів до закінчення Завантаження,Предок,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Назва 1 атрибуту,1 значення атрибуту,Атрибут 1 видимий,Атрибут 1 глобальний,Назва 2 атрибуту,2 значення атрибуту,Атрибут 2 видимий,Атрибут 2 глобальний,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Атрибут 2 за замовчуванням,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Назва 3 атрибуту,3 значення атрибуту,Атрибут 3 видимий,Атрибут 3 глобальний,Атрибут 3 за замовчуванням,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_time_b33ae0ea6d4e6f2962235e24f863946f,Мета ідентифікатор :_oembed_86ffc6ca0f8f231f0b249032a7f5b2c7,Мета ідентифікатор :_oembed_time_86ffc6ca0f8f231f0b249032a7f5b2c7
755,variation,PC115-4,"INTENSIVE - Фруктовий мікс, 4 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,482.69,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INTENSIVE-1.jpg,,,PC118,,,,,,3,Запах,Фруктовий мікс,,1,Об'єм,4 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,intensive-4-%d0%bb-%d1%84%d1%80%d1%83%d0%ba%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d1%96%d0%ba%d1%81,,,,,,,,,,,,,,,,,,,,,,,,,
756,variation,PC115-10,"INTENSIVE - Фруктовий мікс, 10 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1150.94,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/INTENSIVE-1.jpg,,,PC118,,,,,,4,Запах,Фруктовий мікс,,1,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,intensive-10-%d0%bb-%d1%84%d1%80%d1%83%d0%ba%d1%82%d0%be%d0%b2%d0%b8%d0%b9-%d0%bc%d1%96%d0%ba%d1%81,,,,,,,,,,,,,,,,,,,,,,,,,
757,variable,PC116,IMPERIAL,1,0,visible,"<strong>Гель для прання</strong>
\nКонцентрований гель до прання у всіх типах пральних машинах та для ручного прання.","Концентрований гель до прання у всіх типах пральних машинах та для ручного прання. Ефективно видаляє бруд, проникаючи глибоко в тканину. Він піклується про кольори і легко змивається.
\n
\nЦе робить одяг чистим, свіжим та приємним на дотик. Може використовуватися для білизни та кольорової білизни.
\n
\nдозування:
\n
\n1 гайка = 80 мл
\n
\n68 мл для прання - м'яка вода
\n
\n88 мл для прання - тверда вода
\n
\n40 мл – ручне прання
\n
\nДля прання сильно забрудненого одягу дозування можна подвоїти.
\n
\nТемпература вмивання: від 20 до 60 ° C",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство, Господарство > Прання",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/IMPERIAL.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/IMPERIAL-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"1.5 л, 10 л, 4 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
760,variation,"PC116-1,5",IMPERIAL - 1.5 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,163.42,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/IMPERIAL.jpg,,,PC116,,,,,,0,Об'єм,1.5 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imperial-1-5-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
761,variation,PC116-4,IMPERIAL - 4 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,415.8,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/IMPERIAL-1.jpg,,,PC116,,,,,,2,Об'єм,4 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imperial-4-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
762,variation,PC116-10,IMPERIAL - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,883.58,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/IMPERIAL-1.jpg,,,PC116,,,,,,3,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imperial-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
763,variable,PC104,BURNOUT,1,0,visible,"<strong>Рідина для миття печей та камінів</strong>
\nЗасіб призначений для видалення калійних відкладень у камінах та печах.","Засіб призначений для видалення твердих відкладень на камінному склі та в печах.
\n
\nВін також може бути використаний для змивання будь-яких відкладень на поверхнях каструль, горщиків, газових та електричних плит.
\n
\nІдеально очищає внутрішню поверхню печей, димові камери та грилі.
\n
\nЗавдяки консистенції піни він тривалий час залишається на вертикальних поверхнях, що значно полегшує прибирання.
\n
\n<strong>Використання:</strong>
\n
\nНанести препарат на поверхню для очищення, використовуючи піногасник. Зачекти декілька хвилин, щоб пом'якшити відкладення, потім протерти поверхню паперовим рушником або трохи вологою губкою. У разі серйозного забруднення дію необхідно повторити, продовжуючи час контакту з препаратом. Після очищення промити поверхню водою або кілька разів протерти ганчіркою або губкою, змоченою водою.
\n
\n<strong>Увага!</strong> Не використовувати на розігрітих поверхнях.",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство, Господарство > Кухня, Господарство > Офісні приміщення",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BURNOUT.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BURNOUT-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"6 л, 600 мл",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,variation,"PC104-0,6",BURNOUT - 600 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,155.93,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BURNOUT.jpg,,,PC104,,,,,,0,Об'єм,600 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burnout-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
765,variation,PC104-6,BURNOUT - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1113.75,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/BURNOUT-1.jpg,,,PC104,,,,,,2,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burnout-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
768,variable,PC109,MAGIC,1,0,visible,"<strong>Рідина для чищення та догляду за керамічною підлогою</strong>
\nЗасіб призначений для щоденного прибирання та догляду за підлогами, такими як керамічна плитка. На довгий час залишає приємний запах і не залишає смуг.","Засіб призначений для щоденного прибирання та догляду за підлогами, такими як керамічна плитка.
\n
\nЕфективно видаляє будь-який бруд, відновлює красивий зовнішній вигляд підлоги і залишає його блискучим протягом тривалого часу. Завдяки антистатичним компонентам, він перешкоджає збору пилу знов.
\n
\n&nbsp;
\n
\nMAGIC - це надзвичайно ефективний препарат, який очищає і зберігає. Довгий час залишає приємний запах і не залишає смуг.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nДля щоденного догляду використовуйте розчин 50 мл на 10 л води.
\n
\nВидалення сильного бруду - 100 мл / 10 л води
\n
\nПоверхню підлоги помити шваброю або губкою, потім залишити сохнути.",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство, Господарство > Кухня, Промисловість > Миття підлоги, Господарство > Підлога",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MAGIC.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MAGIC-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,variation,PC109-1,MAGIC - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,103.95,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MAGIC.jpg,,,PC109,,,,,,0,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magic-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
772,variation,PC109-6,MAGIC - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,556.94,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MAGIC-1.jpg,,,PC109,,,,,,2,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magic-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
773,variation,PC109-10,MAGIC - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,853.94,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MAGIC-1.jpg,,,PC109,,,,,,3,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,magic-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
774,simple,PC117,MYSTERY,1,0,visible,"<span class=""tlid-translation translation"" lang=""uk""><strong><span title="""">Ніжне мило в піні із запахом чорного винограду</span></strong>
\n<span class="""" title="""">Ефективно видаляє весь бруд, залишаючи шкіру гладкою та м’якою на дотик.</span></span>","<span class=""tlid-translation translation"" lang=""uk""><span class="""" title="""">MYSTERY - це ніжне мило в піні, що містить у своєму складі зволожуючі елементи.</span>
\n<span title="""">Ефективно видаляє весь бруд, залишаючи шкіру гладкою та м’якою на дотик.</span>
\n<span title="""">Продукт не дратує шкіру рук.</span></span>
\n
\n<strong><span title="""">Використання:</span></strong>
\n
\n<span title="""">Нанесіть невелику кількість мила на мокрі руки,  протріть і змийте.</span>",,,taxable,,1,,,0,0,,,,,1,,,82.15,"Господарство > Ванна, Господарство, Господарство > Кухня",,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/MYSTERY.jpg,,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,300 мл,1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Product Documents,no,"{""total"":70,""to_translate"":{""ru"":70}}",,default,default,default,1,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,variable,PC113,SOFT HONEY,1,0,visible,"<strong>Рідке мило зі запахом меду та молока</strong>
\nЕфективно видаляє будь-який бруд, залишаючи шкіру гладкою і м'якою на дотик.","<strong>SOFT HONEY</strong> - рідке мило з приємним ароматом меду та молока.
\n
\nЕфективно видаляє будь-який бруд, залишаючи шкіру гладкою і м'якою на дотик.
\n
\nНе подразнює шкіру рук.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nНанести невелику кількість мила на вологі руки, протерти і прополоскати.
\n
\n&nbsp;",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство > Ванна, Господарство, Господарство > Кухня",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-HONEY.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-HONEY-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-HONEY-2.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 500 мл, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,variation,"PC113-0,5",SOFT HONEY - 500 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,51.98,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-HONEY.jpg,,,PC113,,,,,,0,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft-honey-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
782,variation,PC113-1,SOFT HONEY - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,74.25,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-HONEY-1.jpg,,,PC113,,,,,,2,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft-honey-1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
783,variation,PC113-6,SOFT HONEY - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,378.68,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-HONEY-2.jpg,,,PC113,,,,,,3,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft-honey-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
784,variation,PC113-10,SOFT HONEY - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,594,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-HONEY-2.jpg,,,PC113,,,,,,4,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,soft-honey-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
785,variable,PC105,SOFT ORANGE,1,0,visible,"<strong>Рідке мило з апельсиновим ароматом</strong>
\nЕфективно видаляє будь-який бруд, залишаючи шкіру гладкою і м'якою на дотик.","<strong>SOFT ORANGE</strong> -це рідке мило з приємним апельсиновим ароматом.
\n
\nЕфективно видаляє будь-який бруд, залишаючи шкіру гладкою і м'якою на дотик.
\n
\nНе подразнює шкіру рук.
\n
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nНанести невелику кількість мила на вологі руки, протерти і промити.",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство > Ванна, Господарство, Господарство > Кухня",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-ORANGE.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-ORANGE-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-ORANGE-2.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"1 л, 10 л, 500 мл, 6 л",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,variation,"PC105-0,5",SOFT ORANGE - 500 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,51.98,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-ORANGE.jpg,,,PC105,,,,,,0,Об'єм,500 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
790,variation,PC105-1,SOFT ORANGE - 1 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,74.25,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-ORANGE-1.jpg,,,PC105,,,,,,2,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
791,variation,PC105-6,SOFT ORANGE - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,378.68,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-ORANGE-2.jpg,,,PC105,,,,,,3,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
792,variation,PC105-10,SOFT ORANGE - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,594,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/SOFT-ORANGE-2.jpg,,,PC105,,,,,,4,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
794,variable,PC110,WASH MASTER,1,0,visible,"<strong>Рідина для миття посуду з ароматом малини</strong>
\nЛегко видаляє жир та інші домішки, такі як кава або чайні залишки або пригорілий бруд.","<strong>WASH MASTER</strong> - надзвичайно ефективний та дієвий концентрат для миття посуду.
\n
\nЛегко видаляє жири та інші домішки з кухонного посуду, наприклад, залишки кави або чаю, пригорілий бруд.
\n
\nНе залишає плям і безпечний для шкіри рук.
\n
\n<img src=""http://imagizer.imageshack.us/v2/640x480q90/922/NwEvii.png"" />
\n
\nПовністю біологічно розкладається",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство, Господарство > Кухня",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER-1.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER-2.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER-3.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Запах,"Лимон, Малина",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,Лимон,,,,,,,,,,,Об'єм,"1 л, 10 л, 6 л",1,1,1 л,,,,,,
797,variation,PC110-1,"WASH MASTER - Лимон, 1 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,59.47,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER-2.jpg,,,PC110,,,,,,1,Запах,Лимон,,1,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wash-master-1-%d0%bb-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd,,,,,,,,,,,,,,,,,,,,,,,,,
798,variation,PC110-6,"WASH MASTER - Лимон, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,311.85,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER-3.jpg,,,PC110,,,,,,3,Запах,Лимон,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wash-master-6-%d0%bb-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd,,,,,,,,,,,,,,,,,,,,,,,,,
799,variation,PC110-10,"WASH MASTER - Лимон, 10 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,482.69,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER-3.jpg,,,PC110,,,,,,5,Запах,Лимон,,1,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wash-master-10-%d0%bb-%d0%bb%d0%b8%d0%bc%d0%be%d0%bd,,,,,,,,,,,,,,,,,,,,,,,,,
800,variation,PC114-1,"WASH MASTER - Малина, 1 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,59.47,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER.jpg,,,PC110,,,,,,2,Запах,Малина,,1,Об'єм,1 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wash-master-1-%d0%bb-%d0%bc%d0%b0%d0%bb%d0%b8%d0%bd%d0%b0,,,,,,,,,,,,,,,,,,,,,,,,,
801,variation,PC114-6,"WASH MASTER - Малина, 6 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,311.85,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER-1.jpg,,,PC110,,,,,,4,Запах,Малина,,1,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wash-master-6-%d0%bb-%d0%bc%d0%b0%d0%bb%d0%b8%d0%bd%d0%b0,,,,,,,,,,,,,,,,,,,,,,,,,
802,variation,PC114-10,"WASH MASTER - Малина, 10 л",1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,482.69,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/WASH-MASTER-1.jpg,,,PC110,,,,,,6,Запах,Малина,,1,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wash-master-10-%d0%bb-%d0%bc%d0%b0%d0%bb%d0%b8%d0%bd%d0%b0,,,,,,,,,,,,,,,,,,,,,,,,,
806,variable,PC101,ROST ACTIV,1,0,visible,"<strong>Рідина для видалення вапняних відкладень з душових кабін, металевих поверхней та плиток</strong>
\nЗасіб призначений для видалення відкладень, утворених під час використання твердих вод - таких як камінь та іржа.","Засіб призначений для видалення відкладень, утворених під час використання твердих вод - таких як камінь та іржа.
\n
\nІдеально очищає всі керамічні, металеві та пластикові поверхні.
\n
\nПромиті поверхні залишаються блискучим, не залишається плям. Засіб має дуже приємний запах.
\n
\n&nbsp;
\n
\nВ основному рекомендується для чищення кімнат та санітарних приміщень, таких як:
\n<ul>
\n 	<li>ванна</li>
\n 	<li>басейни та батареї</li>
\n 	<li>душові кабіни</li>
\n 	<li>пісуари та унітази</li>
\n</ul>
\n&nbsp;
\n
\n<strong>Використання:</strong>
\n
\nОчищену поверхню слід обприскувати невеликою кількістю рідини, протерти губкою або ганчіркою, потім промити водою або протерти вологою ганчіркою.",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство > Ванна, Господарство",,,"https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-ACTIV.jpg, https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-ACTIV-1.jpg",,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"10 л, 6 л, 750 мл",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,variation,"PC101-0,75",ROST ACTIV - 750 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,118.8,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-ACTIV.jpg,,,PC101,,,,,,0,Об'єм,750 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rost-activ-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
810,variation,PC101-6,ROST ACTIV - 6 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,712.73,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-ACTIV-1.jpg,,,PC101,,,,,,2,Об'єм,6 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rost-activ-6-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
811,variation,PC101-10,ROST ACTIV - 10 л,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,1113.75,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/ROST-ACTIV-1.jpg,,,PC101,,,,,,3,Об'єм,10 л,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rost-activ-10-%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
812,variable,PC111,FLUSH,1,0,visible,"<strong>Гель для чищення туалету</strong>
\nВін підходить для миття унітазів, душових каналів, ванн та умивальників. Він легко видаляє вапняк, утворений внаслідок використання жорсткої води.","<strong>FLUSH </strong>є надзвичайно ефективним препаратом для чищення туалетів.
\n
\nВін підходить для миття унітазів, душових каналів, ванн та умивальників. Легко видаляє вапняк, утворений внаслідок використання жорсткої води. Дає відчуття свіжості протягом тривалого часу.
\n
\n<strong>Використання:</strong>
\n
\nНанести засіб рівномірно на поверхню, яку слід очистити, залишити на кілька хвилин, а потім ретельно промити водою. У разі сильно забрудненої поверхні дію потрібно повторити, використовуючи механічні засоби, наприклад, щітку.
\n
\n<strong>Увага!</strong> Не використовувати для миття мармуру. Для першої очистки поверхонь з невідомими властивостями слід провести попередній тест на стійкість до препарату.",,,taxable,,1,,,0,0,,,,,1,,,,"Господарство > Ванна, Господарство",,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLUSH.jpg,,,,,,,,,0,Бренд,Pro-Chem,1,1,Об'єм,"6 л, 750 мл",1,1,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,variation,"PC111-0,75",FLUSH - 750 мл,1,0,visible,,,,,taxable,parent,1,,,0,0,,,,,0,,,89.17,,,,https://www.pro-chem.com.ua/wp-content/uploads/2019/08/FLUSH.jpg,,,PC111,,,,,,0,Об'єм,750 мл,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flush-750-%d0%bc%d0%bb,,,,,,,,,,,,,,,,,,,,,,,,,
