Артикул,Ім'я,Короткий опис,Опис,Початок акції,Завершення акції,Категорії,Згруповані товари,Над продажі,Супутні товари,Зовнішній URL,Текст кнопки,Положення,Мета ідентифікатор :ocean_sidebar,Мета ідентифікатор :ocean_second_sidebar,Мета ідентифікатор :ocean_disable_margins,Мета ідентифікатор :ocean_display_top_bar,Мета ідентифікатор :ocean_display_header,Мета ідентифікатор :ocean_center_header_left_menu,Мета ідентифікатор :ocean_custom_header_template,Мета ідентифікатор :ocean_header_custom_menu,Мета ідентифікатор :ocean_menu_typo_font_family,Мета ідентифікатор :ocean_disable_title,Мета ідентифікатор :ocean_disable_heading,Мета ідентифікатор :ocean_disable_breadcrumbs,Мета ідентифікатор :ocean_display_footer_widgets,Мета ідентифікатор :ocean_display_footer_bottom,Мета ідентифікатор :ocean_custom_footer_template,Мета ідентифікатор :_wpml_media_featured,Мета ідентифікатор :_wc_product_documents_title,Мета ідентифікатор :_wc_product_documents_display,Мета ідентифікатор :_wpml_word_count,Мета ідентифікатор :_yoast_wpseo_primary_product_cat,Мета ідентифікатор :osh_disable_topbar_sticky,Мета ідентифікатор :osh_disable_header_sticky,Мета ідентифікатор :osh_sticky_header_style,Мета ідентифікатор :_wpml_media_duplicate,Мета ідентифікатор :_yoast_wpseo_focuskw,Мета ідентифікатор :_yoast_wpseo_linkdex,Мета ідентифікатор :_yoast_wpseo_content_score,Мета ідентифікатор :_yoast_wpseo_focuskeywords,Мета ідентифікатор :_yoast_wpseo_keywordsynonyms,Мета ідентифікатор :_wpml_media_has_media,Мета ідентифікатор :wbcr_wp_old_slug,Мета ідентифікатор :_wp_old_date,Мета ідентифікатор :_oembed_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_time_533515a706e016a9bb304a9772c907bb,Мета ідентифікатор :_oembed_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :_oembed_time_bfb8e4d53f7029a37bc2ec572bb20b50,Мета ідентифікатор :ocean_post_title_style,Мета ідентифікатор :ocean_post_title_background,Мета ідентифікатор :ocean_post_title_bg_image_repeat,Мета ідентифікатор :ocean_post_title_bg_image_size,Мета ідентифікатор :ocean_post_title_bg_overlay,Мета ідентифікатор :ocean_post_title_bg_image_position,Мета ідентифікатор :_oembed_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_time_cf5fdf2a60f830e751fd1e288dbafa69,Мета ідентифікатор :_oembed_86593aa9e750ff0f36a65e39973ef073,Мета ідентифікатор :_oembed_time_86593aa9e750ff0f36a65e39973ef073
KWAR,Nix HD,"<strong>Ручний розпилювач - тиск 0,5 л</strong>","Розпилювач Nix HD призначений для застосування органічних та кислотних розчинників. Обприскувач обладнаний спеціально відібраними ущільненнями, виготовленими з спеціальної суміші Viton. Обприскувач обладнаний насосом Canyon.
\n
\n&nbsp;",,,"Щітки та розпилювачі > Оприскувачі, Щітки та розпилювачі > Оприскувачі > Розпилювачі",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,,Nix HD,,,,,1,,,,,,,,,,,,,,,,
KWAP2,Venus Super Foamer,<strong>Піноутворювач ручний під тиском - 2 л</strong>,"Піноутворювач призначений для застосування піноконцентратів. Використовується в автомийках та майстернях, особливо при початковому митті автомобілей, митті дисків та клапанів двигуна. Також може використовуватися для завершуючого миття приміщень в будинках. Набір містить 3 спеціальні насадки, для густої піни, середньої та рідкої.
\n
\n&nbsp;
\n
\n<strong>ОСОБЛИВОСТІ:</strong>
\n
\n<strong>запобіжний клапан</strong> - тиск завжди під контролем
\n
\n<strong>зручна ручка</strong> - зручна робота
\n
\n<strong>Індикатор рівня рідини</strong> - легко розподіляйте рідину та контролюйте рівень в резервуарі
\n
\n<strong>стабілізуюче кільце</strong> - стабілізація та захист бака від механічного пошкодження
\n
\n<strong>подовжена гарантія</strong> - 3 роки гарантії на резервуар
\n
\n<strong>ущільнювачі FPM</strong>",,,"Щітки та розпилювачі > Оприскувачі, Щітки та розпилювачі > Оприскувачі > Піноутворювачі",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,Venus Super Foamer,,,,,1,,,,,,,,,,,,,,,,
N250,MIKROFIBRA PROFESSIONAL,"<strong>Мікрофібра</strong>
\nІдеально підходить для очищення вікон, пластмас та воску.
\nУпаковка: 10 шт","Виготовлений з пухнастої, вбираючої та м'якої мікрофібри. Не залишає плям, прожилок і подряпин. Можна використовувати мокрі та сухі.
\nЦя мікрофібра ідеально підходить для очищення вікон, пластмас та воску.
\n
\n<strong>Особливості:</strong>
\n
\nДобре вбирає воду, пил і бруд
\nІдеально полірує
\nНадзвичайно довговічний - може прати машинно
\nВага: 320 г / м2
\nКолір: синій
\nУпаковка: 10 шт.",,,"Серветки та дозатори > Мікрофібри, Серветки та дозатори",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,0,Product Documents,no,"{""total"":78,""to_translate"":{""ru"":78}}",,default,default,default,1,MIKROFIBRA PROFESSIONAL,36,90,,,1,,,,,,,,,,,,,,,,
N253,MIKROFIBRA PROFESSIONAL,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"{""total"":13,""to_translate"":{""ru"":13}}",,,,,1,,,,,,1,mikrofibra-professional-%d0%be%d1%80%d0%b0%d0%bd%d0%b6%d0%b5%d0%b2%d0%b8%d0%b9-50-x-60-240-g-m2,,,,,,,,,,,,,,,
N241,MIKROFIBRA PROFESSIONAL,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,"{""total"":13,""to_translate"":{""ru"":13}}",,,,,1,,,,,,1,mikrofibra-professional-%d1%81%d0%b8%d0%bd%d1%96%d0%b9-40-x-40-320-g-m2,,,,,,,,,,,,,,,
ZET2,ZET-ZET Паперові рушники,Колір: зелений,"Паперові рушники зеленого кольору ZET-ZET
\n200 шт/упаковка",,,"Серветки та дозатори > Рушники, Серветки та дозатори",,,,,,0,0,0,enable,default,default,0,0,0,0,default,default,default,default,default,0,,,,,,,,,1,ZET-ZET Паперові рушники,,,,,1,,,,,,,,,,,,,,,,
"PC001-0,5",LEMON,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,"{""total"":11,""to_translate"":{""ru"":11}}",,,,,1,,,,,,1,lemon-0-5-%d0%bb,,,,,,,,,,,,,,,
PC001-1,LEMON,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,lemon-1-%d0%bb,,,,,,,,,,,,,,,
PC001-10,LEMON,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,lemon-10-%d0%bb,,,,,,,,,,,,,,,
PC001-6,LEMON,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,lemon-6-%d0%bb,,,,,,,,,,,,,,,
PC019-22-2,TRUCK STRONG,,,,,,,,"A171, PC001, FOR05",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,
PC019-5,TRUCK STRONG,,,,,,,,"A171, PC001, FOR05",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-5-%d0%bb,,,,,,,,,,,,,,,
PC019-1,TRUCK STRONG,,,,,,,,"A171, PC001, FOR05",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-1-%d0%bb,,,,,,,,,,,,,,,
PC019-10,TRUCK STRONG,,,,,,,,"A171, PC001, FOR05",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-10-%d0%bb,,,,,,,,,,,,,,,
PC019-22,TRUCK STRONG,,,,,,,,"A171, PC001, FOR05",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,auto-draft-22-%d0%bb,,,,,,,,,,,,,,,
PC018-20,DPF CLEANER,,,,,,,,"PC006, N275, PC010",,,1,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-20-%d0%bb,,,,,,,,,,,,,,,
PC018-20-2,DPF CLEANER,,,,,,,,"PC006, N275, PC010",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-2x20-%d0%bb,,,,,,,,,,,,,,,
PC018-5,DPF CLEANER,,,,,,,,"PC006, N275, PC010",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-5-%d0%bb,,,,,,,,,,,,,,,
PC018-1,DPF CLEANER,,,,,,,,"PC006, N275, PC010",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-1-%d0%bb,,,,,,,,,,,,,,,
PC018-10,DPF CLEANER,,,,,,,,"PC006, N275, PC010",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,dpf-cleaner-10-%d0%bb,,,,,,,,,,,,,,,
PC007-22,TRUCK,,,,,,,,"PC001, PC008, PC009",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-22-%d0%bb,,,,,,,,,,,,,,,
PC007-220,TRUCK,,,,,,,,"PC001, PC008, PC009",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-220-%d0%bb,,,,,,,,,,,,,,,
PC007-22-2,TRUCK,,,,,,,,"PC001, PC008, PC009",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,
PC007-5,TRUCK,,,,,,,,"PC001, PC008, PC009",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-5-%d0%bb,,,,,,,,,,,,,,,
PC007-66,TRUCK,,,,,,,,"PC001, PC008, PC009",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-66-%d0%bb,,,,,,,,,,,,,,,
PC007-7,TRUCK,,,,,,,,"PC001, PC008, PC009",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-7-%d0%bb,,,,,,,,,,,,,,,
PC007-1,TRUCK,,,,,,,,"PC001, PC008, PC009",,,7,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-1-%d0%bb,,,,,,,,,,,,,,,
PC007-10,TRUCK,,,,,,,,"PC001, PC008, PC009",,,8,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,truck-10-%d0%bb,,,,,,,,,,,,,,,
PC002-5,EKO,,,,,,,,"N262, B040",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,eko-5-%d0%bb,,,,,,,,,,,,,,,
"PC002-0,5",EKO,,,,,,,,"N262, B040",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,eko-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC002-10,EKO,,,,,,,,"N262, B040",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,eko-10-%d0%bb,,,,,,,,,,,,,,,
PC010-20,MOTO CLEANER,,,,,,,,"PC018, N275, PC008",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-20-%d0%bb,,,,,,,,,,,,,,,
PC010-200,MOTO CLEANER,,,,,,,,"PC018, N275, PC008",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-200-%d0%bb,,,,,,,,,,,,,,,
PC010-5,MOTO CLEANER,,,,,,,,"PC018, N275, PC008",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-5-%d0%bb,,,,,,,,,,,,,,,
"PC010-0,6",MOTO CLEANER,,,,,,,,"PC018, N275, PC008",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC010-10,MOTO CLEANER,,,,,,,,"PC018, N275, PC008",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,moto-cleaner-10-%d0%bb,,,,,,,,,,,,,,,
PC013-20,BRAKE CLEANER,,,,,,,,"PC002, PC005, PC001",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-20-%d0%bb,,,,,,,,,,,,,,,
PC013-20-2,BRAKE CLEANER,,,,,,,,"PC002, PC005, PC001",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-2x20-%d0%bb,,,,,,,,,,,,,,,
"PC013-0,5",BRAKE CLEANER,,,,,,,,"PC002, PC005, PC001",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-500-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC013-1,BRAKE CLEANER,,,,,,,,"PC002, PC005, PC001",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-1-%d0%bb,,,,,,,,,,,,,,,
PC013-10,BRAKE CLEANER,,,,,,,,"PC002, PC005, PC001",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,brake-cleaner-10-%d0%bb,,,,,,,,,,,,,,,
PC005-20,FLAT EXPERT,,,,,,,,"N275, PC212, PC022",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-20-%d0%bb,,,,,,,,,,,,,,,
PC005-20-2,FLAT EXPERT,,,,,,,,"N275, PC212, PC022",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-2x20-%d0%bb,,,,,,,,,,,,,,,
PC005-5,FLAT EXPERT,,,,,,,,"N275, PC212, PC022",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-5-%d0%bb,,,,,,,,,,,,,,,
PC005-1,FLAT EXPERT,,,,,,,,"N275, PC212, PC022",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-1-%d0%bb,,,,,,,,,,,,,,,
PC005-10,FLAT EXPERT,,,,,,,,"N275, PC212, PC022",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,flat-expert-10-%d0%bb,,,,,,,,,,,,,,,
PC009-20,SUPER CLEAN,,,,,,,,"N275, N287, PC219",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-20-%d0%bb,,,,,,,,,,,,,,,
PC009-20-2,SUPER CLEAN,,,,,,,,"N275, N287, PC219",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,,super-clean-2x20-%d0%bb,,,,,,,,,,,,,,,
PC009-1,SUPER CLEAN,,,,,,,,"N275, N287, PC219",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-1-%d0%bb,,,,,,,,,,,,,,,
PC009-10,SUPER CLEAN,,,,,,,,"N275, N287, PC219",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,super-clean-10-%d0%bb,,,,,,,,,,,,,,,
PC015-20,WF STORM,,,,,,,,"PC002, PC001, PC010",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,wf-storm-20-%d0%bb,,,,,,,,,,,,,,,
PC015-60,WF STORM,,,,,,,,"PC002, PC001, PC010",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,wf-storm-60-%d0%bb,,,,,,,,,,,,,,,
PC015-10,WF STORM,,,,,,,,"PC002, PC001, PC010",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,wf-storm-10-%d0%bb,,,,,,,,,,,,,,,
PC021-11,TRUCK URBAN,,,,,,,,"A160, PC004, N287",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-11-%d0%bb,,,,,,,,,,,,,,,
PC021-22,TRUCK URBAN,,,,,,,,"A160, PC004, N287",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-22-%d0%bb,,,,,,,,,,,,,,,
PC021-7,TRUCK URBAN,,,,,,,,"A160, PC004, N287",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-7-%d0%bb,,,,,,,,,,,,,,,
PC021-1,TRUCK URBAN,,,,,,,,"A160, PC004, N287",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-1-%d0%bb,,,,,,,,,,,,,,,
PC021-22-2,TRUCK URBAN,,,,,,,,"A160, PC004, N287",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,truck-urban-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,
PC213-100,PURE PERFECTION,,,,,,,,"PC207, PC215, N275, N287",,,1,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-1000-%d0%bb,,,,,,,,,,,,,,,
PC213-11,PURE PERFECTION,,,,,,,,"PC207, PC215, N275, N287",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-11-%d0%bb,,,,,,,,,,,,,,,
PC213-22,PURE PERFECTION,,,,,,,,"PC207, PC215, N275, N287",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-22-%d0%bb,,,,,,,,,,,,,,,
PC213-220,PURE PERFECTION,,,,,,,,"PC207, PC215, N275, N287",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-220-%d0%bb,,,,,,,,,,,,,,,
PC213-20-2,PURE PERFECTION,,,,,,,,"PC207, PC215, N275, N287",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,
PC213-66,PURE PERFECTION,,,,,,,,"PC207, PC215, N275, N287",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-66-%d0%bb,,,,,,,,,,,,,,,
PC213-7,PURE PERFECTION,,,,,,,,"PC207, PC215, N275, N287",,,7,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-7-%d0%bb,,,,,,,,,,,,,,,
PC213-1,PURE PERFECTION,,,,,,,,"PC207, PC215, N275, N287",,,8,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,pure-perfection-1-%d0%bb,,,,,,,,,,,,,,,
PC212-1000,SHAMPOO ACTIV,,,,,,,,"PC207, PC215, KWAP2, B040",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-1000-%d0%bb,,,,,,,,,,,,,,,
PC212-11,SHAMPOO ACTIV,,,,,,,,"PC207, PC215, KWAP2, B040",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-11-%d0%bb,,,,,,,,,,,,,,,
PC212-22,SHAMPOO ACTIV,,,,,,,,"PC207, PC215, KWAP2, B040",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-22-%d0%bb,,,,,,,,,,,,,,,
PC212-220,SHAMPOO ACTIV,,,,,,,,"PC207, PC215, KWAP2, B040",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-220-%d0%bb,,,,,,,,,,,,,,,
PC212-22-2,SHAMPOO ACTIV,,,,,,,,"PC207, PC215, KWAP2, B040",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-2%d1%8522-%d0%bb,,,,,,,,,,,,,,,
PC212-66,SHAMPOO ACTIV,,,,,,,,"PC207, PC215, KWAP2, B040",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-66-%d0%bb,,,,,,,,,,,,,,,
PC212-7,SHAMPOO ACTIV,,,,,,,,"PC207, PC215, KWAP2, B040",,,7,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-7-%d0%bb,,,,,,,,,,,,,,,
PC212-1,SHAMPOO ACTIV,,,,,,,,"PC207, PC215, KWAP2, B040",,,8,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,shampoo-activ-1-%d0%bb,,,,,,,,,,,,,,,
PC006-20,ALU EXPERT,,,,,,,,"N262, KWAR",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-20-%d0%bb,,,,,,,,,,,,,,,
PC006-200,ALU EXPERT,,,,,,,,"N262, KWAR",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-200-%d0%bb,,,,,,,,,,,,,,,
PC006-20-2,ALU EXPERT,,,,,,,,"N262, KWAR",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-2x20-%d0%bb,,,,,,,,,,,,,,,
PC006-60,ALU EXPERT,,,,,,,,"N262, KWAR",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-60-%d0%bb,,,,,,,,,,,,,,,
PC006-1,ALU EXPERT,,,,,,,,"N262, KWAR",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-1-%d0%bb,,,,,,,,,,,,,,,
PC006-6,ALU EXPERT,,,,,,,,"N262, KWAR",,,6,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-6-%d0%bb,,,,,,,,,,,,,,,
PC006-10,ALU EXPERT,,,,,,,,"N262, KWAR",,,7,,,,,,,,,,,,,,,,1,,,"{""total"":12,""to_translate"":{""ru"":12}}",,,,,1,,,,,,1,alu-expert-10-%d0%bb,,,,,,,,,,,,,,,
PC008-12,ROST,,,,,,,,"N275, N287, KWAP2",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-12-%d0%bb,,,,,,,,,,,,,,,
"PC008-0,6",ROST,,,,,,,,"N275, N287, KWAP2",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-600-%d0%bc%d0%bb,,,,,,,,,,,,,,,
"PC008-0,7",ROST,,,,,,,,"N275, N287, KWAP2",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-700-%d0%bc%d0%bb,,,,,,,,,,,,,,,
PC008-8,ROST,,,,,,,,"N275, N287, KWAP2",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-8-%d0%bb,,,,,,,,,,,,,,,
PC008-1,ROST,,,,,,,,"N275, N287, KWAP2",,,5,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,rost-1-%d0%bb,,,,,,,,,,,,,,,
PC004-20,EXPERT,,,,,,,,"PC002, PC212, KWAP2",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-20-%d0%bb,,,,,,,,,,,,,,,
PC004-1,EXPERT,,,,,,,,"PC002, PC212, KWAP2",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-1-%d0%bb,,,,,,,,,,,,,,,
PC004-6,EXPERT,,,,,,,,"PC002, PC212, KWAP2",,,3,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-6-%d0%bb,,,,,,,,,,,,,,,
PC004-10,EXPERT,,,,,,,,"PC002, PC212, KWAP2",,,4,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,expert-10-%d0%bb,,,,,,,,,,,,,,,
PC106-11,BASIC,,,,,,,,"PC005, N287, PC219",,,0,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,basic-11-%d0%bb,,,,,,,,,,,,,,,
PC106-7,BASIC,,,,,,,,"PC005, N287, PC219",,,2,,,,,,,,,,,,,,,,1,,,"{""total"":10,""to_translate"":{""ru"":10}}",,,,,1,,,,,,1,basic-7-%d0%bb,,,,,,,,,,,,,,,
